"SAMPLE_NUMBER","ORIGINAL_SAMPLE","LOGIN_DATE","LOGIN_DATE","ANALYSIS","PREP_DATE","DATE_STARTED","DATE_COMPLETED","STATUS","LAB","REPLICATE_COUNT","CUSTOMER"
"9239528","9239528","04/11/2016 02:41:54 PM","04/11/2016 02:41:54 PM","MOIS011299","06/11/2016 01:12:31 PM","07/11/2016 06:14:47 PM","07/11/2016 06:14:47 PM","A","CHEMISTRY","1","MG60"
"9241792","9241792","05/11/2016 02:42:18 PM","05/11/2016 02:42:18 PM","MOIS011299","06/11/2016 12:48:04 PM","07/11/2016 06:15:05 PM","07/11/2016 06:15:05 PM","A","CHEMISTRY","1","MG60"
"9233399","9233399","03/11/2016 11:38:52 AM","03/11/2016 11:38:52 AM","MAAS_PREP","04/11/2016 09:41:40 AM","04/11/2016 03:16:04 PM","04/11/2016 03:16:04 PM","A","CHEMISTRY","1","MG60"
"9234803","9234803","03/11/2016 03:40:20 PM","03/11/2016 03:40:20 PM","MAAS_PREP","04/11/2016 09:41:42 AM","04/11/2016 03:16:04 PM","04/11/2016 03:16:04 PM","A","CHEMISTRY","1","MG60"
"9225673","9225673","01/11/2016 11:40:31 AM","01/11/2016 11:40:31 AM","MODS010493","","04/11/2016 11:30:43 AM","04/11/2016 11:30:43 AM","A","CHEMISTRY","1","MG60"
"9228153","9228153","02/11/2016 10:25:14 AM","02/11/2016 10:25:14 AM","MODS010493","","07/11/2016 02:10:06 PM","07/11/2016 02:10:06 PM","A","CHEMISTRY","1","MG60"
"9232374","9232374","03/11/2016 10:09:42 AM","03/11/2016 10:09:42 AM","MODS010493","","","","X","CHEMISTRY","1","MG60"
"9243448","9243448","06/11/2016 08:20:24 PM","06/11/2016 08:20:24 PM","MICP010406","","09/11/2016 02:36:11 PM","09/11/2016 03:16:00 PM","A","CHEMISTRY","1","MG60"
"9228339","9228339","02/11/2016 10:54:18 AM","02/11/2016 10:54:18 AM","MOIS011299","04/11/2016 09:54:32 AM","04/11/2016 08:58:59 PM","04/11/2016 08:58:59 PM","A","CHEMISTRY","1","MG60"
"9233399","9233399","03/11/2016 11:38:52 AM","03/11/2016 11:38:52 AM","MODS010493","04/11/2016 09:41:40 AM","07/11/2016 02:10:06 PM","07/11/2016 02:10:06 PM","A","CHEMISTRY","1","MG60"
"9234803","9234803","03/11/2016 03:40:20 PM","03/11/2016 03:40:20 PM","MODS010493","04/11/2016 09:41:42 AM","07/11/2016 02:10:06 PM","07/11/2016 02:10:06 PM","A","CHEMISTRY","1","MG60"
"9232652","9232652","03/11/2016 10:39:45 AM","03/11/2016 10:39:45 AM","MOIS011299","05/11/2016 12:05:29 PM","06/11/2016 03:02:08 PM","06/11/2016 03:02:08 PM","A","CHEMISTRY","1","MG60"
"9232711","9232711","03/11/2016 10:49:08 AM","03/11/2016 10:49:08 AM","MOIS011299","06/11/2016 12:54:58 PM","08/11/2016 02:11:38 PM","08/11/2016 02:11:38 PM","X","CHEMISTRY","2","MG60"
"9232711","9232711","03/11/2016 10:49:08 AM","03/11/2016 10:49:08 AM","MOIS011299","06/11/2016 12:54:58 PM","08/11/2016 02:11:38 PM","08/11/2016 02:11:38 PM","X","CHEMISTRY","3","MG60"
"9232673","9232673","03/11/2016 10:43:35 AM","03/11/2016 10:43:35 AM","MOIS011299","05/11/2016 12:12:26 PM","06/11/2016 03:02:11 PM","06/11/2016 03:02:11 PM","A","CHEMISTRY","1","MG60"
"9232711","9232711","03/11/2016 10:49:08 AM","03/11/2016 10:49:08 AM","MOIS011299","06/11/2016 12:54:58 PM","07/11/2016 06:14:41 PM","07/11/2016 06:14:41 PM","A","CHEMISTRY","1","MG60"
"9234055","9234055","03/11/2016 01:07:32 PM","03/11/2016 01:07:32 PM","MOIS011299","04/11/2016 10:22:50 AM","05/11/2016 03:12:42 PM","05/11/2016 03:12:42 PM","A","CHEMISTRY","1","MG60"
"9232623","9232623","03/11/2016 10:36:16 AM","03/11/2016 10:36:16 AM","MOIS011299","04/11/2016 10:00:21 AM","05/11/2016 03:12:32 PM","05/11/2016 03:12:32 PM","A","CHEMISTRY","1","MG60"
"9230894","9230894","02/11/2016 04:47:11 PM","02/11/2016 04:47:11 PM","MOIS020493","","04/11/2016 01:35:37 PM","04/11/2016 01:35:37 PM","A","CHEMISTRY","1","MG60"
"9230897","9230897","02/11/2016 04:47:57 PM","02/11/2016 04:47:57 PM","MOIS020493","","04/11/2016 01:36:42 PM","04/11/2016 01:36:42 PM","A","CHEMISTRY","1","MG60"
"9230898","9230898","02/11/2016 04:48:10 PM","02/11/2016 04:48:10 PM","MOIS020493","","04/11/2016 01:35:37 PM","04/11/2016 01:35:37 PM","A","CHEMISTRY","1","MG60"
"9230900","9230900","02/11/2016 04:48:21 PM","02/11/2016 04:48:21 PM","MOIS020493","","04/11/2016 01:37:45 PM","04/11/2016 01:37:45 PM","A","CHEMISTRY","1","MG60"
"9238766","9238766","04/11/2016 12:51:15 PM","04/11/2016 12:51:15 PM","MOIS011299","05/11/2016 12:07:30 PM","06/11/2016 03:02:41 PM","06/11/2016 03:02:41 PM","A","CHEMISTRY","1","MG60"
"9238806","9238806","04/11/2016 12:54:52 PM","04/11/2016 12:54:52 PM","MOIS011299","05/11/2016 12:26:30 PM","06/11/2016 03:02:43 PM","06/11/2016 03:02:43 PM","A","CHEMISTRY","1","MG60"
"9242034","9242034","05/11/2016 03:58:52 PM","05/11/2016 03:58:52 PM","MOIS011299","07/11/2016 09:09:42 AM","07/11/2016 06:16:29 PM","07/11/2016 06:16:29 PM","A","CHEMISTRY","1","MG60"
"9243189","9243189","06/11/2016 06:26:59 PM","06/11/2016 06:26:59 PM","MAAS_PREP","","07/11/2016 02:29:08 PM","07/11/2016 02:29:08 PM","A","CHEMISTRY","1","MG60"
"9243448","9243448","06/11/2016 08:20:24 PM","06/11/2016 08:20:24 PM","MAAS_PREP","","08/11/2016 03:39:41 PM","08/11/2016 03:39:41 PM","A","CHEMISTRY","1","MG60"
"9239565","9239565","04/11/2016 02:48:52 PM","04/11/2016 02:48:52 PM","MODS010493","","07/11/2016 02:10:06 PM","07/11/2016 02:10:06 PM","A","CHEMISTRY","1","MG60"
"9244837","9244837","07/11/2016 10:53:22 AM","07/11/2016 10:53:22 AM","MAAS_PREP","","08/11/2016 03:39:41 PM","08/11/2016 03:39:41 PM","A","CHEMISTRY","1","MG60"
"9234055","9234055","03/11/2016 01:07:32 PM","03/11/2016 01:07:32 PM","MOIS011299","04/11/2016 10:22:50 AM","05/11/2016 03:12:42 PM","05/11/2016 03:12:42 PM","A","CHEMISTRY","2","MG60"
"9234058","9234058","03/11/2016 01:07:57 PM","03/11/2016 01:07:57 PM","MOIS011299","04/11/2016 10:19:54 AM","05/11/2016 03:12:49 PM","05/11/2016 03:12:49 PM","A","CHEMISTRY","1","MG60"
"9234058","9234058","03/11/2016 01:07:57 PM","03/11/2016 01:07:57 PM","MOIS011299","04/11/2016 10:19:54 AM","05/11/2016 03:12:49 PM","05/11/2016 03:12:49 PM","A","CHEMISTRY","2","MG60"
"9242044","9242044","05/11/2016 04:06:24 PM","05/11/2016 04:06:24 PM","MOIS011299","06/11/2016 01:07:08 PM","07/11/2016 06:15:07 PM","07/11/2016 06:15:07 PM","A","CHEMISTRY","1","MG60"
"9242908","9242908","06/11/2016 04:31:02 PM","06/11/2016 04:31:02 PM","MOIS011299","08/11/2016 10:57:17 AM","09/11/2016 02:53:05 PM","09/11/2016 02:53:05 PM","A","CHEMISTRY","1","MG60"
"9243448","9243448","06/11/2016 08:20:24 PM","06/11/2016 08:20:24 PM","MICP020806","","08/11/2016 04:02:40 PM","09/11/2016 08:43:14 PM","A","CHEMISTRY","1","MG60"
"9243198","9243198","06/11/2016 06:33:17 PM","06/11/2016 06:33:17 PM","MOIS011299","08/11/2016 10:55:46 AM","09/11/2016 02:53:15 PM","09/11/2016 02:53:15 PM","A","CHEMISTRY","1","MG60"
"9245092","9245092","07/11/2016 11:16:16 AM","07/11/2016 11:16:16 AM","MOIS011299","09/11/2016 10:46:36 AM","10/11/2016 04:34:50 PM","10/11/2016 04:34:50 PM","A","CHEMISTRY","1","MG60"
"9246217","9246217","07/11/2016 01:54:03 PM","07/11/2016 01:54:03 PM","MOIS011299","08/11/2016 11:05:11 AM","09/11/2016 02:53:24 PM","09/11/2016 02:53:24 PM","A","CHEMISTRY","2","MG60"
"9245718","9245718","07/11/2016 12:44:20 PM","07/11/2016 12:44:20 PM","MOIS011299","09/11/2016 11:48:53 AM","10/11/2016 04:34:51 PM","10/11/2016 04:34:51 PM","A","CHEMISTRY","1","MG60"
"9246229","9246229","07/11/2016 01:56:13 PM","07/11/2016 01:56:13 PM","MOIS011299","08/11/2016 11:01:09 AM","09/11/2016 02:53:41 PM","09/11/2016 02:53:41 PM","A","CHEMISTRY","1","MG60"
"9246229","9246229","07/11/2016 01:56:13 PM","07/11/2016 01:56:13 PM","MOIS011299","08/11/2016 11:01:09 AM","09/11/2016 02:53:41 PM","09/11/2016 02:53:41 PM","A","CHEMISTRY","2","MG60"
"9246217","9246217","07/11/2016 01:54:03 PM","07/11/2016 01:54:03 PM","MOIS011299","08/11/2016 11:05:11 AM","09/11/2016 02:53:24 PM","09/11/2016 02:53:24 PM","A","CHEMISTRY","1","MG60"
"9225661","9225661","01/11/2016 11:39:02 AM","01/11/2016 11:39:02 AM","MOIS020493","","02/11/2016 05:39:36 PM","02/11/2016 05:39:36 PM","A","CHEMISTRY","1","MG60"
"9225667","9225667","01/11/2016 11:39:50 AM","01/11/2016 11:39:50 AM","MOIS020493","","02/11/2016 05:39:36 PM","02/11/2016 05:39:36 PM","A","CHEMISTRY","1","MG60"
"9225668","9225668","01/11/2016 11:40:01 AM","01/11/2016 11:40:01 AM","MOIS020493","","02/11/2016 05:39:36 PM","02/11/2016 05:39:36 PM","A","CHEMISTRY","1","MG60"
"9225669","9225669","01/11/2016 11:40:11 AM","01/11/2016 11:40:11 AM","MOIS020493","","02/11/2016 05:43:50 PM","02/11/2016 05:43:50 PM","A","CHEMISTRY","1","MG60"
"9222848","9222848","31/10/2016 12:18:50 PM","31/10/2016 12:18:50 PM","MOIS070493","","03/11/2016 08:50:55 AM","03/11/2016 10:09:19 AM","A","CHEMISTRY","1","MG60"
"9222848","9222848","31/10/2016 12:18:50 PM","31/10/2016 12:18:50 PM","MOIS070493","","03/11/2016 08:50:55 AM","03/11/2016 10:09:19 AM","A","CHEMISTRY","2","MG60"
"9225673","9225673","01/11/2016 11:40:31 AM","01/11/2016 11:40:31 AM","MOIS070493","","03/11/2016 08:50:55 AM","03/11/2016 10:09:19 AM","A","CHEMISTRY","1","MG60"
"9239556","9239556","04/11/2016 02:47:48 PM","04/11/2016 02:47:48 PM","MOIS020493","","07/11/2016 03:55:56 PM","07/11/2016 03:55:56 PM","A","CHEMISTRY","1","MG60"
"9239561","9239561","04/11/2016 02:48:18 PM","04/11/2016 02:48:18 PM","MOIS020493","","07/11/2016 03:29:27 PM","07/11/2016 03:29:27 PM","A","CHEMISTRY","1","MG60"
"9239563","9239563","04/11/2016 02:48:26 PM","04/11/2016 02:48:26 PM","MOIS020493","","07/11/2016 03:33:19 PM","07/11/2016 03:33:19 PM","A","CHEMISTRY","1","MG60"
"9239564","9239564","04/11/2016 02:48:42 PM","04/11/2016 02:48:42 PM","MOIS020493","","07/11/2016 03:36:52 PM","07/11/2016 03:36:52 PM","A","CHEMISTRY","1","MG60"
"9228153","9228153","02/11/2016 10:25:14 AM","02/11/2016 10:25:14 AM","MOIS070493","","05/11/2016 11:21:23 AM","05/11/2016 11:49:21 AM","A","CHEMISTRY","1","MG60"
"9232374","9232374","03/11/2016 10:09:42 AM","03/11/2016 10:09:42 AM","MOIS070493","","","","X","CHEMISTRY","1","MG60"
"9246920","9246920","07/11/2016 04:32:19 PM","07/11/2016 04:32:19 PM","MOIS020493","","09/11/2016 05:58:59 PM","09/11/2016 05:58:59 PM","A","CHEMISTRY","1","MG60"
"9233399","9233399","03/11/2016 11:38:52 AM","03/11/2016 11:38:52 AM","MOIS070493","04/11/2016 09:41:40 AM","05/11/2016 11:21:23 AM","05/11/2016 11:49:21 AM","A","CHEMISTRY","1","MG60"
"9234803","9234803","03/11/2016 03:40:20 PM","03/11/2016 03:40:20 PM","MOIS070493","04/11/2016 09:41:42 AM","05/11/2016 11:21:23 AM","05/11/2016 11:49:21 AM","A","CHEMISTRY","1","MG60"
"9239565","9239565","04/11/2016 02:48:52 PM","04/11/2016 02:48:52 PM","MOIS070493","","07/11/2016 03:35:46 PM","07/11/2016 05:05:46 PM","A","CHEMISTRY","1","MG60"
"9246924","9246924","07/11/2016 04:33:27 PM","07/11/2016 04:33:27 PM","MOIS020493","","09/11/2016 06:09:13 PM","09/11/2016 06:09:13 PM","A","CHEMISTRY","1","MG60"
"9246925","9246925","07/11/2016 04:33:43 PM","07/11/2016 04:33:43 PM","MOIS020493","","09/11/2016 06:09:13 PM","09/11/2016 06:09:13 PM","A","CHEMISTRY","1","MG60"
"9246926","9246926","07/11/2016 04:33:57 PM","07/11/2016 04:33:57 PM","MOIS020493","","09/11/2016 06:09:13 PM","09/11/2016 06:09:13 PM","A","CHEMISTRY","1","MG60"
"9225673","9225673","01/11/2016 11:40:31 AM","01/11/2016 11:40:31 AM","MOIS211099","","03/11/2016 05:15:22 PM","03/11/2016 05:15:22 PM","X","CHEMISTRY","1","MG60"
"9228153","9228153","02/11/2016 10:25:14 AM","02/11/2016 10:25:14 AM","MOIS211099","","04/11/2016 01:36:45 PM","04/11/2016 01:36:45 PM","A","CHEMISTRY","1","MG60"
"9232374","9232374","03/11/2016 10:09:42 AM","03/11/2016 10:09:42 AM","MOIS211099","","","","X","CHEMISTRY","1","MG60"
"9233399","9233399","03/11/2016 11:38:52 AM","03/11/2016 11:38:52 AM","MOIS211099","04/11/2016 09:41:40 AM","05/11/2016 03:40:59 PM","05/11/2016 03:40:59 PM","R","CHEMISTRY","1","MG60"
"9234803","9234803","03/11/2016 03:40:20 PM","03/11/2016 03:40:20 PM","MOIS211099","04/11/2016 09:41:42 AM","05/11/2016 03:41:03 PM","05/11/2016 03:41:03 PM","R","CHEMISTRY","1","MG60"
"9225673","9225673","01/11/2016 11:40:31 AM","01/11/2016 11:40:31 AM","MOIS211099","","04/11/2016 11:11:44 AM","05/11/2016 02:43:53 PM","X","CHEMISTRY","2","MG60"
"9225673","9225673","01/11/2016 11:40:31 AM","01/11/2016 11:40:31 AM","MOIS211099","","04/11/2016 11:11:44 AM","05/11/2016 01:32:57 PM","A","CHEMISTRY","3","MG60"
"9243189","9243189","06/11/2016 06:26:59 PM","06/11/2016 06:26:59 PM","MOIS070493","","07/11/2016 03:35:47 PM","07/11/2016 05:05:46 PM","A","CHEMISTRY","1","MG60"
"9235417","9235417","03/11/2016 06:10:17 PM","03/11/2016 06:10:17 PM","MOIS211099","","04/11/2016 11:11:56 AM","07/11/2016 03:07:56 PM","A","CHEMISTRY","1","MG60"
"9235418","9235418","03/11/2016 06:10:26 PM","03/11/2016 06:10:26 PM","MOIS211099","","04/11/2016 11:11:57 AM","07/11/2016 03:07:56 PM","A","CHEMISTRY","1","MG60"
"9235419","9235419","03/11/2016 06:10:35 PM","03/11/2016 06:10:35 PM","MOIS211099","","04/11/2016 11:11:59 AM","07/11/2016 03:07:56 PM","A","CHEMISTRY","1","MG60"
"9235420","9235420","03/11/2016 06:10:44 PM","03/11/2016 06:10:44 PM","MOIS211099","","04/11/2016 11:12:00 AM","07/11/2016 03:07:56 PM","A","CHEMISTRY","1","MG60"
"9235421","9235421","03/11/2016 06:10:53 PM","03/11/2016 06:10:53 PM","MOIS211099","","04/11/2016 11:12:02 AM","07/11/2016 03:07:56 PM","A","CHEMISTRY","1","MG60"
"9235422","9235422","03/11/2016 06:11:02 PM","03/11/2016 06:11:02 PM","MOIS211099","","04/11/2016 11:12:04 AM","07/11/2016 03:07:56 PM","A","CHEMISTRY","1","MG60"
"9244837","9244837","07/11/2016 10:53:22 AM","07/11/2016 10:53:22 AM","MOIS070493","","09/11/2016 11:51:02 AM","10/11/2016 01:18:19 PM","A","CHEMISTRY","1","MG60"
"9246215","9246215","07/11/2016 01:53:31 PM","07/11/2016 01:53:31 PM","MOIS070493","","09/11/2016 11:51:02 AM","09/11/2016 02:10:32 PM","A","CHEMISTRY","1","MG60"
"9246215","9246215","07/11/2016 01:53:31 PM","07/11/2016 01:53:31 PM","MOIS070493","","09/11/2016 11:51:02 AM","09/11/2016 02:10:32 PM","A","CHEMISTRY","2","MG60"
"9222848","9222848","31/10/2016 12:18:50 PM","31/10/2016 12:18:50 PM","MOIS211099","","03/11/2016 05:15:05 PM","03/11/2016 05:15:05 PM","A","CHEMISTRY","1","MG60"
"9239565","9239565","04/11/2016 02:48:52 PM","04/11/2016 02:48:52 PM","MOIS211099","","07/11/2016 08:52:52 PM","08/11/2016 02:00:57 PM","X","CHEMISTRY","2","MG60"
"9233399","9233399","03/11/2016 11:38:52 AM","03/11/2016 11:38:52 AM","MOIS211099","04/11/2016 09:41:40 AM","08/11/2016 02:17:26 PM","08/11/2016 02:17:26 PM","A","CHEMISTRY","2","MG60"
"9233399","9233399","03/11/2016 11:38:52 AM","03/11/2016 11:38:52 AM","MOIS211099","04/11/2016 09:41:40 AM","08/11/2016 02:17:26 PM","08/11/2016 02:17:26 PM","X","CHEMISTRY","3","MG60"
"9234803","9234803","03/11/2016 03:40:20 PM","03/11/2016 03:40:20 PM","MOIS211099","04/11/2016 09:41:42 AM","07/11/2016 08:52:46 PM","08/11/2016 02:00:46 PM","A","CHEMISTRY","2","MG60"
"9234803","9234803","03/11/2016 03:40:20 PM","03/11/2016 03:40:20 PM","MOIS211099","04/11/2016 09:41:42 AM","07/11/2016 08:52:47 PM","08/11/2016 02:00:46 PM","X","CHEMISTRY","3","MG60"
"9243189","9243189","06/11/2016 06:26:59 PM","06/11/2016 06:26:59 PM","MOIS211099","","08/11/2016 05:28:13 PM","08/11/2016 05:28:13 PM","A","CHEMISTRY","1","MG60"
"9244837","9244837","07/11/2016 10:53:22 AM","07/11/2016 10:53:22 AM","MOIS211099","","09/11/2016 07:44:23 PM","09/11/2016 07:44:23 PM","A","CHEMISTRY","1","MG60"
"9246810","9246810","07/11/2016 04:13:42 PM","07/11/2016 04:13:42 PM","MOIS211099","","10/11/2016 04:43:46 PM","10/11/2016 04:43:46 PM","A","CHEMISTRY","1","MG60"
"9239565","9239565","04/11/2016 02:48:52 PM","04/11/2016 02:48:52 PM","MOIS211099","","07/11/2016 10:32:58 AM","07/11/2016 10:32:58 AM","X","CHEMISTRY","1","MG60"
"9228260","9228260","02/11/2016 10:42:30 AM","02/11/2016 10:42:30 AM","NITR051210","03/11/2016 11:32:35 AM","03/11/2016 03:38:09 PM","04/11/2016 03:41:20 PM","A","CHEMISTRY","1","MG60"
"9239565","9239565","04/11/2016 02:48:52 PM","04/11/2016 02:48:52 PM","MOIS211099","","07/11/2016 08:52:52 PM","08/11/2016 03:15:37 PM","A","CHEMISTRY","3","MG60"
"9246215","9246215","07/11/2016 01:53:31 PM","07/11/2016 01:53:31 PM","MOIS211099","","09/11/2016 07:44:29 PM","09/11/2016 07:44:29 PM","A","CHEMISTRY","1","MG60"
"9222836","9222836","31/10/2016 12:18:11 PM","31/10/2016 12:18:11 PM","MOIS221099","","02/11/2016 07:46:05 PM","03/11/2016 10:02:03 AM","A","CHEMISTRY","1","MG60"
"9222836","9222836","31/10/2016 12:18:11 PM","31/10/2016 12:18:11 PM","MOIS221099","","02/11/2016 07:46:05 PM","03/11/2016 10:02:03 AM","A","CHEMISTRY","2","MG60"
"9234053","9234053","03/11/2016 01:07:09 PM","03/11/2016 01:07:09 PM","MOIS221099","","04/11/2016 11:01:34 AM","04/11/2016 07:54:44 PM","A","CHEMISTRY","1","MG60"
"9234053","9234053","03/11/2016 01:07:09 PM","03/11/2016 01:07:09 PM","MOIS221099","","04/11/2016 11:01:34 AM","04/11/2016 07:54:44 PM","A","CHEMISTRY","2","MG60"
"9246812","9246812","07/11/2016 04:13:51 PM","07/11/2016 04:13:51 PM","MOIS221099","","12/11/2016 09:46:00 AM","12/11/2016 09:46:00 AM","A","CHEMISTRY","1","MG60"
"9246812","9246812","07/11/2016 04:13:51 PM","07/11/2016 04:13:51 PM","MOIS221099","","12/11/2016 09:46:00 AM","12/11/2016 09:46:00 AM","A","CHEMISTRY","2","MG60"
"9222437","9222437","31/10/2016 11:17:40 AM","31/10/2016 11:17:40 AM","NITR051210","02/11/2016 08:28:33 AM","02/11/2016 10:51:39 AM","03/11/2016 03:48:35 PM","A","CHEMISTRY","1","MG60"
"9222500","9222500","31/10/2016 11:25:09 AM","31/10/2016 11:25:09 AM","NITR051210","01/11/2016 10:20:03 AM","02/11/2016 10:51:38 AM","03/11/2016 03:46:27 PM","A","CHEMISTRY","1","MG60"
"9228339","9228339","02/11/2016 10:54:18 AM","02/11/2016 10:54:18 AM","NITR051210","04/11/2016 09:54:32 AM","06/11/2016 12:27:45 PM","07/11/2016 04:18:50 PM","A","CHEMISTRY","1","MG60"
"9223901","9223901","31/10/2016 03:49:13 PM","31/10/2016 03:49:13 PM","NITR051210","02/11/2016 08:26:38 AM","03/11/2016 09:04:29 AM","03/11/2016 03:48:40 PM","A","CHEMISTRY","1","MG60"
"9225730","9225730","01/11/2016 11:50:26 AM","01/11/2016 11:50:26 AM","NITR051210","03/11/2016 10:12:46 AM","03/11/2016 03:38:08 PM","04/11/2016 03:39:58 PM","A","CHEMISTRY","1","MG60"
"9228228","9228228","02/11/2016 10:35:51 AM","02/11/2016 10:35:51 AM","NITR051210","03/11/2016 11:42:48 AM","03/11/2016 03:38:08 PM","04/11/2016 03:41:18 PM","A","CHEMISTRY","1","MG60"
"9226443","9226443","01/11/2016 05:09:03 PM","01/11/2016 05:09:03 PM","NITR051210","03/11/2016 11:35:55 AM","03/11/2016 03:38:08 PM","04/11/2016 03:40:01 PM","A","CHEMISTRY","1","MG60"
"9232711","9232711","03/11/2016 10:49:08 AM","03/11/2016 10:49:08 AM","NITR051210","06/11/2016 12:54:58 PM","07/11/2016 06:29:20 PM","09/11/2016 10:08:16 AM","A","CHEMISTRY","1","MG60"
"9242034","9242034","05/11/2016 03:58:52 PM","05/11/2016 03:58:52 PM","NITR051210","07/11/2016 09:09:42 AM","07/11/2016 06:06:45 PM","09/11/2016 10:11:04 AM","A","CHEMISTRY","1","MG60"
"9242044","9242044","05/11/2016 04:06:24 PM","05/11/2016 04:06:24 PM","NITR051210","06/11/2016 01:07:08 PM","07/11/2016 06:29:20 PM","09/11/2016 10:11:00 AM","A","CHEMISTRY","1","MG60"
"9242908","9242908","06/11/2016 04:31:02 PM","06/11/2016 04:31:02 PM","NITR051210","08/11/2016 10:57:17 AM","09/11/2016 04:57:13 PM","10/11/2016 03:48:05 PM","A","CHEMISTRY","1","MG60"
"9239528","9239528","04/11/2016 02:41:54 PM","04/11/2016 02:41:54 PM","NITR051210","06/11/2016 01:12:31 PM","08/11/2016 01:34:16 PM","09/11/2016 10:10:19 AM","A","CHEMISTRY","1","MG60"
"9235417","9235417","03/11/2016 06:10:17 PM","03/11/2016 06:10:17 PM","PHAS020793","","07/11/2016 02:04:52 PM","07/11/2016 02:04:52 PM","A","CHEMISTRY","1","MG60"
"9222559","9222559","31/10/2016 11:31:12 AM","31/10/2016 11:31:12 AM","PHOT010493","01/11/2016 10:33:27 AM","04/11/2016 01:30:55 PM","04/11/2016 01:30:55 PM","A","CHEMISTRY","1","MG60"
"9223901","9223901","31/10/2016 03:49:13 PM","31/10/2016 03:49:13 PM","PHOT010493","02/11/2016 08:26:38 AM","04/11/2016 01:30:55 PM","04/11/2016 01:30:55 PM","A","CHEMISTRY","1","MG60"
"9225707","9225707","01/11/2016 11:46:28 AM","01/11/2016 11:46:28 AM","PHOT010493","02/11/2016 08:30:13 AM","04/11/2016 01:30:55 PM","04/11/2016 01:30:55 PM","A","CHEMISTRY","1","MG60"
"9225730","9225730","01/11/2016 11:50:26 AM","01/11/2016 11:50:26 AM","PHOT010493","03/11/2016 10:12:46 AM","04/11/2016 03:32:14 PM","04/11/2016 03:32:14 PM","A","CHEMISTRY","1","MG60"
"9235418","9235418","03/11/2016 06:10:26 PM","03/11/2016 06:10:26 PM","PHAS020793","","07/11/2016 02:04:52 PM","07/11/2016 02:04:52 PM","A","CHEMISTRY","1","MG60"
"9228228","9228228","02/11/2016 10:35:51 AM","02/11/2016 10:35:51 AM","PHOT010493","03/11/2016 11:42:48 AM","04/11/2016 03:32:14 PM","04/11/2016 03:32:14 PM","A","CHEMISTRY","1","MG60"
"9228260","9228260","02/11/2016 10:42:30 AM","02/11/2016 10:42:30 AM","PHOT010493","03/11/2016 11:32:35 AM","04/11/2016 03:32:14 PM","04/11/2016 03:32:14 PM","A","CHEMISTRY","1","MG60"
"9228310","9228310","02/11/2016 10:50:07 AM","02/11/2016 10:50:07 AM","PHOT010493","04/11/2016 10:25:40 AM","07/11/2016 03:01:32 PM","07/11/2016 03:01:32 PM","A","CHEMISTRY","1","MG60"
"9228339","9228339","02/11/2016 10:54:18 AM","02/11/2016 10:54:18 AM","PHOT010493","04/11/2016 09:54:32 AM","07/11/2016 03:01:32 PM","07/11/2016 03:01:32 PM","A","CHEMISTRY","1","MG60"
"9235419","9235419","03/11/2016 06:10:35 PM","03/11/2016 06:10:35 PM","PHAS020793","","07/11/2016 02:04:52 PM","07/11/2016 02:04:52 PM","A","CHEMISTRY","1","MG60"
"9235420","9235420","03/11/2016 06:10:44 PM","03/11/2016 06:10:44 PM","PHAS020793","","07/11/2016 02:04:52 PM","07/11/2016 02:04:52 PM","A","CHEMISTRY","1","MG60"
"9232673","9232673","03/11/2016 10:43:35 AM","03/11/2016 10:43:35 AM","PHOT010493","05/11/2016 12:12:26 PM","07/11/2016 03:01:32 PM","07/11/2016 03:01:32 PM","A","CHEMISTRY","1","MG60"
"9232695","9232695","03/11/2016 10:47:04 AM","03/11/2016 10:47:04 AM","PHOT010493","05/11/2016 12:17:13 PM","07/11/2016 03:01:32 PM","07/11/2016 03:01:32 PM","A","CHEMISTRY","1","MG60"
"9232711","9232711","03/11/2016 10:49:08 AM","03/11/2016 10:49:08 AM","PHOT010493","06/11/2016 12:54:58 PM","08/11/2016 12:53:29 PM","08/11/2016 12:53:29 PM","A","CHEMISTRY","1","MG60"
"9243448","9243448","06/11/2016 08:20:24 PM","06/11/2016 08:20:24 PM","NITK010693","","11/11/2016 02:35:08 PM","11/11/2016 02:35:08 PM","X","CHEMISTRY","1","MG60"
"9243448","9243448","06/11/2016 08:20:24 PM","06/11/2016 08:20:24 PM","NITK010693","","13/11/2016 01:18:55 PM","13/11/2016 02:06:28 PM","A","CHEMISTRY","2","MG60"
"9235421","9235421","03/11/2016 06:10:53 PM","03/11/2016 06:10:53 PM","PHAS020793","","07/11/2016 02:04:52 PM","07/11/2016 02:04:52 PM","A","CHEMISTRY","1","MG60"
"9230211","9230211","02/11/2016 03:01:07 PM","02/11/2016 03:01:07 PM","ACIV001114","","04/11/2016 01:12:49 PM","04/11/2016 01:57:19 PM","A","CHEMISTRY","1","MG10"
"9223643","9223643","31/10/2016 03:00:06 PM","31/10/2016 03:00:06 PM","AFLA020493","02/11/2016 02:11:46 PM","04/11/2016 08:25:23 AM","04/11/2016 04:15:59 PM","A","CHEMISTRY","1","MG10"
"9226002","9226002","01/11/2016 12:45:15 PM","01/11/2016 12:45:15 PM","AFLA020493","03/11/2016 12:35:55 PM","04/11/2016 08:25:24 AM","04/11/2016 04:16:03 PM","A","CHEMISTRY","1","MG10"
