"SAMPLE_NUMBER","ORIGINAL_SAMPLE","LOGIN_DATE","LOGIN_DATE","ANALYSIS","PREP_DATE","DATE_STARTED","DATE_COMPLETED","STATUS","LAB","REPLICATE_COUNT","CUSTOMER"
"9230978","9230978","02/11/2016 05:02:27 PM","02/11/2016 05:02:27 PM","MICP010406","","04/11/2016 06:33:41 PM","04/11/2016 07:28:51 PM","A","CHEMISTRY","1","MG40"
"9232014","9232014","03/11/2016 09:02:40 AM","03/11/2016 09:02:40 AM","MICP010406","04/11/2016 09:49:42 AM","05/11/2016 02:52:52 PM","05/11/2016 03:11:14 PM","A","CHEMISTRY","1","MG40"
"9232016","9232014","03/11/2016 09:03:00 AM","03/11/2016 09:03:00 AM","MICP010406","04/11/2016 10:20:18 AM","05/11/2016 02:52:55 PM","05/11/2016 03:11:16 PM","A","CHEMISTRY","1","MG40"
"9232017","9232014","03/11/2016 09:03:06 AM","03/11/2016 09:03:06 AM","MICP010406","04/11/2016 10:23:22 AM","05/11/2016 02:52:57 PM","05/11/2016 03:11:18 PM","A","CHEMISTRY","1","MG40"
"9232019","9232014","03/11/2016 09:03:12 AM","03/11/2016 09:03:12 AM","MICP010406","04/11/2016 10:24:38 AM","05/11/2016 02:53:00 PM","05/11/2016 03:11:20 PM","A","CHEMISTRY","1","MG40"
"9232022","9232014","03/11/2016 09:03:29 AM","03/11/2016 09:03:29 AM","MICP010406","04/11/2016 10:22:03 AM","05/11/2016 02:53:03 PM","05/11/2016 03:11:22 PM","A","CHEMISTRY","1","MG40"
"9232024","9232014","03/11/2016 09:03:33 AM","03/11/2016 09:03:33 AM","MICP010406","04/11/2016 10:21:16 AM","05/11/2016 02:53:06 PM","05/11/2016 03:11:24 PM","A","CHEMISTRY","1","MG40"
"9235428","9235428","03/11/2016 06:11:51 PM","03/11/2016 06:11:51 PM","MICP010406","","05/11/2016 11:16:02 AM","05/11/2016 11:20:04 AM","A","CHEMISTRY","1","MG40"
"9221306","9221306","31/10/2016 07:44:43 AM","31/10/2016 07:44:43 AM","MOIS011299","01/11/2016 10:17:24 AM","02/11/2016 08:08:51 PM","02/11/2016 08:08:51 PM","A","CHEMISTRY","1","MG80"
"9221572","9221572","31/10/2016 09:04:18 AM","31/10/2016 09:04:18 AM","MOIS011299","01/11/2016 09:29:30 AM","02/11/2016 08:08:55 PM","02/11/2016 08:08:55 PM","A","CHEMISTRY","1","MG40"
"9221725","9221725","31/10/2016 09:29:50 AM","31/10/2016 09:29:50 AM","MOIS011299","01/11/2016 10:05:50 AM","02/11/2016 02:44:13 PM","02/11/2016 02:44:13 PM","A","CHEMISTRY","1","MG40"
"9236053","9236053","04/11/2016 07:49:39 AM","04/11/2016 07:49:39 AM","MICP010406","05/11/2016 12:09:34 PM","07/11/2016 09:35:28 PM","08/11/2016 08:34:29 AM","A","CHEMISTRY","1","MG40"
"9225379","9225379","01/11/2016 10:54:15 AM","01/11/2016 10:54:15 AM","MOIS011299","02/11/2016 10:05:33 AM","02/11/2016 08:09:17 PM","02/11/2016 08:09:17 PM","A","CHEMISTRY","1","MG80"
"9225393","9225393","01/11/2016 10:57:21 AM","01/11/2016 10:57:21 AM","MOIS011299","02/11/2016 10:00:19 AM","02/11/2016 08:09:20 PM","02/11/2016 08:09:20 PM","A","CHEMISTRY","1","MG80"
"9225396","9225396","01/11/2016 11:00:09 AM","01/11/2016 11:00:09 AM","MOIS011299","02/11/2016 10:02:53 AM","02/11/2016 08:09:24 PM","02/11/2016 08:09:24 PM","A","CHEMISTRY","1","MG80"
"9236055","9236053","04/11/2016 07:49:50 AM","04/11/2016 07:49:50 AM","MICP010406","05/11/2016 12:27:46 PM","07/11/2016 09:35:32 PM","08/11/2016 08:34:31 AM","A","CHEMISTRY","1","MG40"
"9236056","9236053","04/11/2016 07:49:54 AM","04/11/2016 07:49:54 AM","MICP010406","05/11/2016 12:25:43 PM","07/11/2016 09:35:36 PM","08/11/2016 08:34:33 AM","A","CHEMISTRY","1","MG40"
"9243048","9243047","06/11/2016 05:31:19 PM","06/11/2016 05:31:19 PM","MICP010406","08/11/2016 11:04:28 AM","09/11/2016 02:35:35 PM","09/11/2016 03:15:42 PM","A","CHEMISTRY","1","MG40"
"9243049","9243047","06/11/2016 05:31:27 PM","06/11/2016 05:31:27 PM","MICP010406","08/11/2016 11:03:41 AM","09/11/2016 02:35:38 PM","09/11/2016 03:15:43 PM","A","CHEMISTRY","1","MG40"
"9243050","9243047","06/11/2016 05:31:34 PM","06/11/2016 05:31:34 PM","MICP010406","08/11/2016 11:01:54 AM","09/11/2016 02:35:42 PM","09/11/2016 03:15:45 PM","A","CHEMISTRY","1","MG40"
"9227717","9227717","02/11/2016 09:35:27 AM","02/11/2016 09:35:27 AM","MOIS011299","03/11/2016 10:08:53 AM","03/11/2016 05:58:35 PM","03/11/2016 05:58:35 PM","X","CHEMISTRY","1","MG80"
"9236057","9236053","04/11/2016 07:49:57 AM","04/11/2016 07:49:57 AM","MICP010406","05/11/2016 12:28:38 PM","07/11/2016 09:35:39 PM","08/11/2016 08:34:35 AM","A","CHEMISTRY","1","MG40"
"9236058","9236053","04/11/2016 07:50:00 AM","04/11/2016 07:50:00 AM","MICP010406","05/11/2016 12:24:47 PM","07/11/2016 09:35:42 PM","08/11/2016 08:34:36 AM","A","CHEMISTRY","1","MG40"
"9236060","9236053","04/11/2016 07:50:04 AM","04/11/2016 07:50:04 AM","MICP010406","05/11/2016 12:29:26 PM","07/11/2016 09:35:45 PM","08/11/2016 08:34:38 AM","A","CHEMISTRY","1","MG40"
"9227717","9227717","02/11/2016 09:35:27 AM","02/11/2016 09:35:27 AM","MOIS011299","03/11/2016 10:08:53 AM","05/11/2016 03:11:57 PM","05/11/2016 03:11:57 PM","A","CHEMISTRY","2","MG80"
"9227717","9227717","02/11/2016 09:35:27 AM","02/11/2016 09:35:27 AM","MOIS011299","03/11/2016 10:08:53 AM","05/11/2016 03:11:57 PM","05/11/2016 03:11:57 PM","X","CHEMISTRY","3","MG80"
"9243047","9243047","06/11/2016 05:30:55 PM","06/11/2016 05:30:55 PM","MOIS011299","08/11/2016 10:53:01 AM","09/11/2016 02:53:11 PM","09/11/2016 02:53:11 PM","A","CHEMISTRY","1","MG40"
"9243091","9243091","06/11/2016 05:52:03 PM","06/11/2016 05:52:03 PM","MOIS011299","07/11/2016 09:13:15 AM","07/11/2016 05:43:56 PM","07/11/2016 05:43:56 PM","A","CHEMISTRY","1","MG40"
"9243105","9243105","06/11/2016 05:58:42 PM","06/11/2016 05:58:42 PM","MOIS011299","07/11/2016 09:11:40 AM","07/11/2016 05:44:00 PM","07/11/2016 05:44:00 PM","A","CHEMISTRY","1","MG40"
"9243128","9243128","06/11/2016 06:08:40 PM","06/11/2016 06:08:40 PM","MOIS011299","07/11/2016 09:08:08 AM","07/11/2016 05:44:05 PM","07/11/2016 05:44:05 PM","A","CHEMISTRY","1","MG40"
"9242134","9242134","05/11/2016 08:19:50 PM","05/11/2016 08:19:50 PM","MICP010406","","07/11/2016 09:36:20 PM","08/11/2016 08:34:57 AM","A","CHEMISTRY","1","MG40"
"9226877","9226877","02/11/2016 07:37:16 AM","02/11/2016 07:37:16 AM","MICP010406","03/11/2016 09:51:51 AM","07/11/2016 02:43:04 PM","07/11/2016 02:45:20 PM","A","CHEMISTRY","2","MG80"
"9226877","9226877","02/11/2016 07:37:16 AM","02/11/2016 07:37:16 AM","MICP010406","03/11/2016 09:51:51 AM","07/11/2016 02:43:08 PM","07/11/2016 02:45:20 PM","X","CHEMISTRY","3","MG80"
"9227696","9227696","02/11/2016 09:32:29 AM","02/11/2016 09:32:29 AM","MICP010406","03/11/2016 10:11:49 AM","07/11/2016 02:43:12 PM","07/11/2016 02:45:25 PM","A","CHEMISTRY","2","MG80"
"9227696","9227696","02/11/2016 09:32:29 AM","02/11/2016 09:32:29 AM","MICP010406","03/11/2016 10:11:49 AM","07/11/2016 02:43:16 PM","07/11/2016 02:45:25 PM","X","CHEMISTRY","3","MG80"
"9227697","9227697","02/11/2016 09:32:48 AM","02/11/2016 09:32:48 AM","MICP010406","03/11/2016 10:16:20 AM","07/11/2016 02:43:20 PM","07/11/2016 02:45:29 PM","A","CHEMISTRY","2","MG80"
"9227697","9227697","02/11/2016 09:32:48 AM","02/11/2016 09:32:48 AM","MICP010406","03/11/2016 10:16:20 AM","07/11/2016 02:43:24 PM","07/11/2016 02:45:29 PM","X","CHEMISTRY","3","MG80"
"9243092","9243091","06/11/2016 05:52:27 PM","06/11/2016 05:52:27 PM","MICP010406","07/11/2016 09:23:27 AM","07/11/2016 09:36:37 PM","08/11/2016 08:35:07 AM","A","CHEMISTRY","1","MG40"
"9243093","9243091","06/11/2016 05:52:35 PM","06/11/2016 05:52:35 PM","MICP010406","07/11/2016 09:21:30 AM","07/11/2016 09:36:40 PM","08/11/2016 08:35:09 AM","A","CHEMISTRY","1","MG40"
"9243094","9243091","06/11/2016 05:52:41 PM","06/11/2016 05:52:41 PM","MICP010406","07/11/2016 09:19:41 AM","07/11/2016 09:34:45 PM","08/11/2016 08:33:56 AM","A","CHEMISTRY","1","MG40"
"9243095","9243091","06/11/2016 05:52:49 PM","06/11/2016 05:52:49 PM","MICP010406","07/11/2016 09:20:23 AM","07/11/2016 09:34:48 PM","08/11/2016 08:33:58 AM","A","CHEMISTRY","1","MG40"
"9243096","9243091","06/11/2016 05:52:56 PM","06/11/2016 05:52:56 PM","MICP010406","07/11/2016 09:19:13 AM","07/11/2016 09:36:26 PM","08/11/2016 08:35:01 AM","A","CHEMISTRY","1","MG40"
"9221279","9221279","31/10/2016 07:34:15 AM","31/10/2016 07:34:15 AM","MOIS011299","01/11/2016 10:29:56 AM","02/11/2016 08:08:45 PM","02/11/2016 08:08:45 PM","A","CHEMISTRY","1","MG40"
"9221295","9221295","31/10/2016 07:39:52 AM","31/10/2016 07:39:52 AM","MOIS011299","01/11/2016 10:14:49 AM","02/11/2016 02:44:04 PM","02/11/2016 02:44:04 PM","A","CHEMISTRY","1","MG80"
"9221301","9221301","31/10/2016 07:42:17 AM","31/10/2016 07:42:17 AM","MOIS011299","01/11/2016 10:44:27 AM","02/11/2016 08:08:47 PM","02/11/2016 08:08:47 PM","A","CHEMISTRY","1","MG80"
"9224427","9224427","31/10/2016 05:34:35 PM","31/10/2016 05:34:35 PM","MOIS011299","01/11/2016 09:43:29 AM","02/11/2016 08:09:08 PM","02/11/2016 08:09:08 PM","A","CHEMISTRY","1","MG40"
"9226879","9226879","02/11/2016 07:37:59 AM","02/11/2016 07:37:59 AM","MOIS011299","03/11/2016 09:30:23 AM","03/11/2016 05:58:15 PM","03/11/2016 05:58:15 PM","A","CHEMISTRY","1","MG80"
"9243268","9243268","06/11/2016 07:10:22 PM","06/11/2016 07:10:22 PM","FATS030493","07/11/2016 02:44:33 PM","09/11/2016 03:52:09 PM","09/11/2016 04:46:45 PM","A","CHEMISTRY","1","MG70"
"9243277","9243277","06/11/2016 07:14:08 PM","06/11/2016 07:14:08 PM","FATS030493","07/11/2016 02:44:34 PM","09/11/2016 03:52:09 PM","09/11/2016 04:46:45 PM","A","CHEMISTRY","1","MG70"
"9243286","9243286","06/11/2016 07:18:21 PM","06/11/2016 07:18:21 PM","FATS030493","","07/11/2016 03:37:20 PM","07/11/2016 07:33:15 PM","A","CHEMISTRY","1","MG70"
"9245214","9245214","07/11/2016 11:30:39 AM","07/11/2016 11:30:39 AM","FATS030493","","09/11/2016 03:52:09 PM","09/11/2016 04:46:45 PM","A","CHEMISTRY","1","MG70"
"9246078","9246078","07/11/2016 01:35:50 PM","07/11/2016 01:35:50 PM","FATS030493","","","","X","CHEMISTRY","1","MG70"
"9246173","9246173","07/11/2016 01:47:21 PM","07/11/2016 01:47:21 PM","FATS030493","","09/11/2016 03:52:09 PM","09/11/2016 04:46:45 PM","A","CHEMISTRY","1","MG70"
"9222295","9222295","31/10/2016 10:55:17 AM","31/10/2016 10:55:17 AM","FLOD010195","01/11/2016 09:13:30 AM","03/11/2016 10:00:39 AM","03/11/2016 10:00:39 AM","A","CHEMISTRY","1","MG70"
"9225925","9225925","01/11/2016 12:23:38 PM","01/11/2016 12:23:38 PM","FLOD010195","02/11/2016 09:53:27 AM","03/11/2016 10:00:40 AM","03/11/2016 10:00:40 AM","A","CHEMISTRY","1","MG70"
"9230903","9230903","02/11/2016 04:48:47 PM","02/11/2016 04:48:47 PM","FLOD010195","03/11/2016 11:24:01 AM","04/11/2016 03:32:14 PM","04/11/2016 03:32:14 PM","A","CHEMISTRY","1","MG70"
"9233017","9233017","03/11/2016 11:09:08 AM","03/11/2016 11:09:08 AM","FLOD010195","04/11/2016 01:08:33 PM","07/11/2016 11:03:46 AM","07/11/2016 11:03:46 AM","A","CHEMISTRY","1","MG70"
"9233523","9233523","03/11/2016 11:53:06 AM","03/11/2016 11:53:06 AM","FLOD010195","04/11/2016 01:13:57 PM","07/11/2016 11:03:46 AM","07/11/2016 11:03:46 AM","A","CHEMISTRY","1","MG70"
"9234794","9234794","03/11/2016 03:36:50 PM","03/11/2016 03:36:50 PM","FLOD010195","04/11/2016 09:08:01 AM","07/11/2016 11:03:47 AM","07/11/2016 11:03:47 AM","A","CHEMISTRY","1","MG70"
"9241515","9241515","05/11/2016 11:46:37 AM","05/11/2016 11:46:37 AM","FLOD010195","06/11/2016 07:57:33 AM","07/11/2016 11:03:47 AM","07/11/2016 11:03:47 AM","A","CHEMISTRY","1","MG70"
"9243254","9243254","06/11/2016 07:02:27 PM","06/11/2016 07:02:27 PM","FLOD010195","07/11/2016 08:44:43 AM","09/11/2016 11:08:33 AM","09/11/2016 11:08:33 AM","A","CHEMISTRY","1","MG70"
"9229942","9229942","02/11/2016 01:54:29 PM","02/11/2016 01:54:29 PM","FLOD020493","","04/11/2016 08:49:20 AM","04/11/2016 08:49:20 AM","A","CHEMISTRY","1","MG70"
"9222605","9222605","31/10/2016 11:35:17 AM","31/10/2016 11:35:17 AM","FLOD051293","","03/11/2016 08:40:34 AM","03/11/2016 08:40:34 AM","A","CHEMISTRY","1","MG70"
"9222636","9222636","31/10/2016 11:40:23 AM","31/10/2016 11:40:23 AM","FLOD051293","02/11/2016 09:46:25 AM","03/11/2016 08:40:34 AM","03/11/2016 08:40:34 AM","A","CHEMISTRY","1","MG70"
"9222652","9222652","31/10/2016 11:43:48 AM","31/10/2016 11:43:48 AM","FLOD051293","02/11/2016 09:46:27 AM","03/11/2016 08:40:34 AM","03/11/2016 08:40:34 AM","A","CHEMISTRY","1","MG70"
"9225954","9225954","01/11/2016 12:31:27 PM","01/11/2016 12:31:27 PM","FLOD051293","02/11/2016 02:11:55 PM","03/11/2016 08:40:34 AM","03/11/2016 08:40:34 AM","A","CHEMISTRY","1","MG70"
"9228967","9228967","02/11/2016 11:53:31 AM","02/11/2016 11:53:31 AM","FLOD051293","03/11/2016 04:44:38 PM","04/11/2016 12:50:35 PM","04/11/2016 12:50:35 PM","A","CHEMISTRY","1","MG70"
"9229576","9229576","02/11/2016 12:55:11 PM","02/11/2016 12:55:11 PM","FLOD051293","03/11/2016 04:44:39 PM","04/11/2016 12:50:35 PM","04/11/2016 12:50:35 PM","A","CHEMISTRY","1","MG70"
"9232928","9232928","03/11/2016 11:02:26 AM","03/11/2016 11:02:26 AM","FLOD051293","04/11/2016 12:44:56 PM","07/11/2016 08:46:54 AM","07/11/2016 08:46:54 AM","A","CHEMISTRY","1","MG70"
"9233416","9233416","03/11/2016 11:41:54 AM","03/11/2016 11:41:54 AM","FLOD051293","","07/11/2016 08:46:54 AM","07/11/2016 08:46:54 AM","A","CHEMISTRY","1","MG70"
"9237614","9237614","04/11/2016 11:08:29 AM","04/11/2016 11:08:29 AM","FLOD051293","","","","X","CHEMISTRY","1","MG70"
"9238437","9238437","04/11/2016 12:12:58 PM","04/11/2016 12:12:58 PM","FLOD051293","06/11/2016 01:03:04 PM","07/11/2016 08:46:54 AM","07/11/2016 08:46:54 AM","A","CHEMISTRY","1","MG70"
"9238678","9238678","04/11/2016 12:45:35 PM","04/11/2016 12:45:35 PM","FLOD051293","06/11/2016 09:56:46 AM","07/11/2016 08:46:54 AM","07/11/2016 08:46:54 AM","A","CHEMISTRY","1","MG70"
"9241249","9241249","05/11/2016 10:43:08 AM","05/11/2016 10:43:08 AM","FLOD051293","07/11/2016 09:17:27 AM","09/11/2016 08:33:06 AM","09/11/2016 08:33:06 AM","A","CHEMISTRY","1","MG70"
"9241290","9241290","05/11/2016 10:52:16 AM","05/11/2016 10:52:16 AM","FLOD051293","07/11/2016 09:17:36 AM","09/11/2016 08:33:06 AM","09/11/2016 08:33:06 AM","A","CHEMISTRY","1","MG70"
"9241589","9241589","05/11/2016 12:34:19 PM","05/11/2016 12:34:19 PM","FLOD051293","07/11/2016 09:17:43 AM","09/11/2016 08:33:06 AM","09/11/2016 08:33:06 AM","A","CHEMISTRY","1","MG70"
"9241713","9241713","05/11/2016 01:41:49 PM","05/11/2016 01:41:49 PM","FLOD051293","","09/11/2016 08:33:06 AM","09/11/2016 08:33:06 AM","A","CHEMISTRY","1","MG70"
"9243268","9243268","06/11/2016 07:10:22 PM","06/11/2016 07:10:22 PM","FLOD051293","07/11/2016 02:44:33 PM","09/11/2016 08:33:06 AM","09/11/2016 08:33:06 AM","A","CHEMISTRY","1","MG70"
"9243277","9243277","06/11/2016 07:14:08 PM","06/11/2016 07:14:08 PM","FLOD051293","07/11/2016 02:44:34 PM","09/11/2016 08:33:06 AM","09/11/2016 08:33:06 AM","A","CHEMISTRY","1","MG70"
"9243286","9243286","06/11/2016 07:18:21 PM","06/11/2016 07:18:21 PM","FLOD051293","","09/11/2016 08:33:06 AM","09/11/2016 08:33:06 AM","A","CHEMISTRY","1","MG70"
"9226408","9226408","01/11/2016 05:02:12 PM","01/11/2016 05:02:12 PM","FLOD091296","","03/11/2016 08:32:58 AM","03/11/2016 08:32:58 AM","A","CHEMISTRY","1","MG70"
"9226538","9226538","01/11/2016 07:02:08 PM","01/11/2016 07:02:08 PM","FLOD091296","","03/11/2016 08:32:58 AM","03/11/2016 08:32:58 AM","A","CHEMISTRY","1","MG70"
"9226540","9226540","01/11/2016 07:02:43 PM","01/11/2016 07:02:43 PM","FLOD091296","","03/11/2016 08:32:58 AM","03/11/2016 08:32:58 AM","A","CHEMISTRY","1","MG70"
"9230688","9230688","02/11/2016 03:58:54 PM","02/11/2016 03:58:54 PM","FLOD091296","","04/11/2016 08:48:12 AM","04/11/2016 08:48:12 AM","A","CHEMISTRY","1","MG70"
"9230693","9230693","02/11/2016 03:59:46 PM","02/11/2016 03:59:46 PM","FLOD091296","","04/11/2016 08:48:12 AM","04/11/2016 08:48:12 AM","A","CHEMISTRY","1","MG70"
"9235446","9235446","03/11/2016 06:32:22 PM","03/11/2016 06:32:22 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9239448","9239448","04/11/2016 02:21:55 PM","04/11/2016 02:21:55 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9241867","9241867","05/11/2016 03:04:29 PM","05/11/2016 03:04:29 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9241869","9241869","05/11/2016 03:05:11 PM","05/11/2016 03:05:11 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9241871","9241871","05/11/2016 03:05:53 PM","05/11/2016 03:05:53 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9241873","9241873","05/11/2016 03:06:35 PM","05/11/2016 03:06:35 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9242104","9242104","05/11/2016 08:06:23 PM","05/11/2016 08:06:23 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9242106","9242106","05/11/2016 08:07:07 PM","05/11/2016 08:07:07 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9242108","9242108","05/11/2016 08:07:48 PM","05/11/2016 08:07:48 PM","FLOD091296","","07/11/2016 08:38:40 AM","07/11/2016 08:38:40 AM","A","CHEMISTRY","1","MG70"
"9243439","9243439","06/11/2016 08:18:11 PM","06/11/2016 08:18:11 PM","FLOD091296","","10/11/2016 08:39:19 AM","10/11/2016 08:39:19 AM","A","CHEMISTRY","1","MG70"
"9243441","9243441","06/11/2016 08:18:51 PM","06/11/2016 08:18:51 PM","FLOD091296","","10/11/2016 08:39:19 AM","10/11/2016 08:39:19 AM","A","CHEMISTRY","1","MG70"
"9243467","9243467","06/11/2016 08:27:14 PM","06/11/2016 08:27:14 PM","FLOD091296","","10/11/2016 08:39:19 AM","10/11/2016 08:39:19 AM","A","CHEMISTRY","1","MG70"
"9243469","9243469","06/11/2016 08:27:51 PM","06/11/2016 08:27:51 PM","FLOD091296","","10/11/2016 08:39:19 AM","10/11/2016 08:39:19 AM","A","CHEMISTRY","1","MG70"
"9234794","9234794","03/11/2016 03:36:50 PM","03/11/2016 03:36:50 PM","FRFA010493","04/11/2016 09:08:01 AM","07/11/2016 10:26:49 AM","07/11/2016 03:37:01 PM","A","CHEMISTRY","1","MG70"
"9238325","9238325","04/11/2016 12:02:15 PM","04/11/2016 12:02:15 PM","FRFA010493","05/11/2016 08:19:33 AM","07/11/2016 10:26:49 AM","07/11/2016 03:37:01 PM","A","CHEMISTRY","1","MG70"
"9238648","9238648","04/11/2016 12:43:16 PM","04/11/2016 12:43:16 PM","FLOD010195","05/11/2016 12:08:29 PM","07/11/2016 11:03:47 AM","07/11/2016 11:03:47 AM","A","CHEMISTRY","1","MG70"
"9238325","9238325","04/11/2016 12:02:15 PM","04/11/2016 12:02:15 PM","FLOD010195","05/11/2016 08:19:33 AM","07/11/2016 11:03:47 AM","07/11/2016 11:03:47 AM","A","CHEMISTRY","1","MG70"
"9246796","9246796","07/11/2016 04:11:29 PM","07/11/2016 04:11:29 PM","FATS011299","","11/11/2016 09:59:13 AM","11/11/2016 04:49:33 PM","A","CHEMISTRY","4","MG70"
"9246796","9246796","07/11/2016 04:11:29 PM","07/11/2016 04:11:29 PM","FATS011299","","11/11/2016 09:59:13 AM","11/11/2016 04:49:33 PM","A","CHEMISTRY","3","MG70"
"9229948","9229948","02/11/2016 01:55:24 PM","02/11/2016 01:55:24 PM","HMPB010693","","06/11/2016 01:01:00 PM","06/11/2016 01:01:00 PM","A","CHEMISTRY","1","MG70"
"9233556","9233556","03/11/2016 11:55:33 AM","03/11/2016 11:55:33 AM","HMPB010693","04/11/2016 12:41:23 PM","06/11/2016 01:01:00 PM","06/11/2016 01:01:00 PM","A","CHEMISTRY","1","MG70"
"9246795","9246795","07/11/2016 04:10:42 PM","07/11/2016 04:10:42 PM","FATS011299","","09/11/2016 03:43:06 PM","09/11/2016 03:43:06 PM","A","CHEMISTRY","1","MG70"
"9225954","9225954","01/11/2016 12:31:27 PM","01/11/2016 12:31:27 PM","ICPM010611","02/11/2016 02:11:55 PM","04/11/2016 05:21:53 PM","04/11/2016 05:21:53 PM","A","CHEMISTRY","1","MG70"
"9229948","9229948","02/11/2016 01:55:24 PM","02/11/2016 01:55:24 PM","ICPM010611","","07/11/2016 02:09:42 PM","07/11/2016 02:09:42 PM","A","CHEMISTRY","1","MG70"
"9233416","9233416","03/11/2016 11:41:54 AM","03/11/2016 11:41:54 AM","ICPM010611","","07/11/2016 02:15:57 PM","07/11/2016 02:15:57 PM","A","CHEMISTRY","1","MG70"
"9233556","9233556","03/11/2016 11:55:33 AM","03/11/2016 11:55:33 AM","ICPM010611","04/11/2016 12:41:23 PM","07/11/2016 09:16:22 PM","07/11/2016 09:16:22 PM","A","CHEMISTRY","1","MG70"
"9246792","9246792","07/11/2016 04:09:48 PM","07/11/2016 04:09:48 PM","FATS011299","","09/11/2016 03:42:59 PM","09/11/2016 03:42:59 PM","A","CHEMISTRY","2","MG70"
"9246792","9246792","07/11/2016 04:09:48 PM","07/11/2016 04:09:48 PM","FATS011299","","09/11/2016 03:42:59 PM","09/11/2016 03:42:59 PM","A","CHEMISTRY","1","MG70"
"9243286","9243286","06/11/2016 07:18:21 PM","06/11/2016 07:18:21 PM","ICPM010611","","08/11/2016 11:22:20 AM","08/11/2016 11:22:20 AM","A","CHEMISTRY","1","MG70"
"9245214","9245214","07/11/2016 11:30:39 AM","07/11/2016 11:30:39 AM","ICPM010611","","09/11/2016 06:23:08 PM","09/11/2016 06:23:08 PM","A","CHEMISTRY","1","MG70"
"9246788","9246788","07/11/2016 04:08:53 PM","07/11/2016 04:08:53 PM","FATS011299","","08/11/2016 09:02:49 PM","08/11/2016 09:02:49 PM","A","CHEMISTRY","2","MG70"
"9246788","9246788","07/11/2016 04:08:53 PM","07/11/2016 04:08:53 PM","FATS011299","","08/11/2016 09:02:49 PM","08/11/2016 09:02:49 PM","A","CHEMISTRY","1","MG70"
"9221699","9221699","31/10/2016 09:23:30 AM","31/10/2016 09:23:30 AM","MOIS011299","01/11/2016 09:39:51 AM","02/11/2016 02:44:10 PM","02/11/2016 02:44:10 PM","A","CHEMISTRY","1","MG20"
"9229632","9229632","02/11/2016 12:59:35 PM","02/11/2016 12:59:35 PM","MOIS011299","03/11/2016 11:27:13 AM","03/11/2016 07:59:21 PM","03/11/2016 07:59:21 PM","A","CHEMISTRY","1","MG20"
"9229697","9229697","02/11/2016 01:15:58 PM","02/11/2016 01:15:58 PM","MOIS011299","03/11/2016 11:14:33 AM","05/11/2016 03:12:07 PM","05/11/2016 03:12:07 PM","A","CHEMISTRY","2","MG20"
"9229697","9229697","02/11/2016 01:15:58 PM","02/11/2016 01:15:58 PM","MOIS011299","03/11/2016 11:14:33 AM","05/11/2016 03:12:07 PM","05/11/2016 03:12:07 PM","X","CHEMISTRY","3","MG20"
"9221241","9221241","31/10/2016 06:36:17 AM","31/10/2016 06:36:17 AM","MOIS040493","02/11/2016 09:46:21 AM","03/11/2016 03:26:17 PM","03/11/2016 03:26:17 PM","A","CHEMISTRY","1","MG20"
"9221242","9221242","31/10/2016 06:36:35 AM","31/10/2016 06:36:35 AM","MOIS040493","02/11/2016 09:46:23 AM","03/11/2016 03:26:20 PM","03/11/2016 03:26:20 PM","A","CHEMISTRY","1","MG20"
"9221243","9221243","31/10/2016 06:36:57 AM","31/10/2016 06:36:57 AM","MOIS040493","02/11/2016 09:46:24 AM","03/11/2016 03:26:22 PM","03/11/2016 03:26:22 PM","A","CHEMISTRY","1","MG20"
"9226372","9226372","01/11/2016 03:29:23 PM","01/11/2016 03:29:23 PM","MOIS040493","02/11/2016 01:09:17 PM","04/11/2016 12:13:06 PM","04/11/2016 12:13:06 PM","A","CHEMISTRY","2","MG20"
"9226374","9226374","01/11/2016 03:30:09 PM","01/11/2016 03:30:09 PM","MOIS040493","02/11/2016 01:09:18 PM","04/11/2016 12:13:20 PM","04/11/2016 12:13:20 PM","A","CHEMISTRY","1","MG20"
"9226374","9226374","01/11/2016 03:30:09 PM","01/11/2016 03:30:09 PM","MOIS040493","02/11/2016 01:09:18 PM","04/11/2016 12:13:20 PM","04/11/2016 12:13:20 PM","A","CHEMISTRY","2","MG20"
"9226375","9226375","01/11/2016 03:30:56 PM","01/11/2016 03:30:56 PM","MOIS040493","02/11/2016 01:09:20 PM","","","X","CHEMISTRY","1","MG20"
